dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance
0_0_0_10_14_8,0,0,0,0,8,728281,728283,803,21.177893576348957,20.299509455762625,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,6,6,6,26,34,15836676,15836678,314,24.66683224984362,23.87382424783531,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,6,6,6,27,35,15840772,15840774,602,25.74929024969537,22.32489456871605,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,6,6,6,28,36,15844868,15844870,7,22.119406367948116,20.02517871574753,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,6,6,6,29,37,15848964,15848966,610,24.27749653320909,22.228218015047695,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,0,8,18231067,18231069,222,21.542428176700664,22.12436734504344,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,1,9,18235163,18235165,826,22.820244595781617,22.140225167663775,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,2,10,18239259,18239261,922,22.6789237337524,23.077590774261758,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,3,11,18243355,18243357,691,26.42118097432471,23.153796044128732,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,4,12,18247451,18247453,86,24.904461593736784,23.590077207644452,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,5,13,18251547,18251549,467,25.968160616192847,23.10846033364765,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,6,14,18255643,18255645,89,28.67864133316546,26.33852875575863,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,7,15,18259739,18259741,713,25.798418073353623,24.666851216023584,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,8,16,18263835,18263837,865,27.184130818673818,26.57465404819988,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,9,17,18267931,18267933,405,29.24805086135114,24.30669602589214,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,10,18,18272027,18272029,765,30.64194918882214,28.240979145058667,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,11,19,18276123,18276125,1023,29.992919192282525,28.038325529044084,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,12,20,18280219,18280221,597,29.29938950434814,24.48149512506753,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,13,21,18284315,18284317,562,28.06568310011786,26.25924066040318,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,14,22,18288411,18288413,478,25.767453343908763,24.309528151313042,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,15,23,18292507,18292509,267,27.30952794871964,24.50372622633666,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,16,24,18296603,18296605,917,25.488883777387976,26.523748889451376,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,17,25,18300699,18300701,656,29.4067246685743,26.717501322055192,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,18,26,18304795,18304797,889,24.373366645263637,23.67993398017353,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,19,27,18308891,18308893,510,24.04488463856444,21.987432662969518,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,20,28,18312987,18312989,860,22.91975097093649,22.53931036239934,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,21,29,18317083,18317085,553,22.421257866140994,21.53431842602653,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,22,30,18321179,18321181,629,23.466920277332154,23.36216458727823,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,23,31,18325275,18325277,759,22.64606171290612,21.715726870097114,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,24,32,18329371,18329373,874,21.252520860501907,18.893234913835016,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,25,33,18333467,18333469,720,23.00559039774854,21.910592747472414,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,26,34,18337563,18337565,314,23.58951906493455,23.373196231783847,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,27,35,18341659,18341661,602,22.167325606523786,20.862968718528258,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,28,36,18345755,18345757,7,16.72071059688489,15.566301782669175,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,7,7,7,29,37,18349851,18349853,610,21.498000004319884,20.021126369049057,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,0,8,20731682,20731684,803,18.80070266083714,19.06946263455426,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,1,9,20735778,20735780,826,18.613027996170995,18.37975315506441,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,2,10,20739874,20739876,922,18.984385654372026,17.219675819453645,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,3,11,20743970,20743972,691,17.7909337047266,17.87411550220201,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,4,12,20748066,20748068,107,16.943404181351987,16.587272982765047,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,5,13,20752162,20752164,467,16.103919460841652,17.263869545901198,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,6,14,20756259,20756261,89,17.775938001805404,16.722686824870678,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,7,15,20760355,20760357,713,18.525069454849113,18.244021109007793,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,8,16,20764451,20764453,865,18.402075160791064,18.342448930596444,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,9,17,20768547,20768549,405,18.60091066395486,17.968633675378758,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,10,18,20772643,20772645,765,19.033783762792172,19.341832441580124,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,11,19,20776739,20776741,1023,20.80020971001398,20.16162947878293,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,12,20,20780835,20780837,597,19.678112367441845,18.12768853873501,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,13,21,20784931,20784933,562,19.49793290273614,17.9937994915021,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,14,22,20789027,20789029,478,18.23357109464591,17.589704236589363,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,15,23,20793123,20793125,267,21.77139284734789,21.041600788422528,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,16,24,20797219,20797221,917,24.507712313024484,24.412905138416917,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,17,25,20801315,20801317,656,21.262920736773026,19.243966304564612,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,18,26,20805411,20805413,889,28.245881949927842,25.7614085975294,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,19,27,20809507,20809509,510,21.745285614649216,19.11930948270716,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,20,28,20813603,20813605,860,25.166124555951946,25.29006952732962,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,21,29,20817699,20817701,553,21.976189779466537,20.330561509180885,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,22,30,20821795,20821797,629,21.66781292293947,19.750511114554477,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,23,31,20825891,20825893,759,24.47027228389284,21.924109860851427,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,24,32,20829987,20829989,874,26.422067981445743,24.23904296276252,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,25,33,20834083,20834085,720,27.296222297228137,22.647992101228326,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,26,34,20838179,20838181,314,27.43192091209959,23.30563488383754,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,27,35,20842275,20842277,602,23.438138012978538,20.6283625698139,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,28,36,20846371,20846373,7,23.923446755887756,22.738180936169847,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,8,8,8,29,37,20850467,20850469,610,22.282874283561224,20.269060491482715,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,0,8,23232480,23232482,222,20.406280622295302,19.30887446155794,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,1,9,23236576,23236578,711,20.788218342667943,19.64765541915109,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,2,10,23240672,23240674,871,22.381647594352753,19.826958571676855,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,3,11,23244768,23244770,691,22.252990094926936,21.339385390224393,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,4,12,23248864,23248866,86,19.63695751483591,20.1763044372405,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,5,13,23252960,23252962,467,22.810019823665428,20.405532017392876,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,6,14,23257056,23257058,89,22.275748767590837,22.33042541085103,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,7,15,23261152,23261154,713,22.088222968833506,21.16734522374241,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,8,16,23265248,23265250,865,25.830731883717668,23.317300761022413,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,9,17,23269344,23269346,405,24.13570442113658,22.3331160982184,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,10,18,23273440,23273442,765,26.10448711954442,24.40536539950549,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,11,19,23277536,23277538,1023,28.913532979823593,26.737151173622983,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,12,20,23281632,23281634,597,25.36317386922111,22.23556905193263,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,13,21,23285728,23285730,562,26.66915258678943,22.92165065985727,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,14,22,23289824,23289826,478,24.50511590099394,22.476119758983742,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,15,23,23293920,23293922,267,28.45728665845339,25.747620736038215,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,16,24,23298016,23298018,917,30.272688437141845,26.375631983827358,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,17,25,23302112,23302114,656,25.889855347640612,23.561465637008496,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,18,26,23306208,23306210,889,29.202138361224492,27.3997354029368,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,19,27,23310304,23310306,510,30.122634242322988,24.71914799375781,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,20,28,23314400,23314402,860,28.295574585830636,26.597970172628113,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,21,29,23318496,23318498,553,26.71223190213061,23.73693415605906,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,22,30,23322592,23322594,629,25.70223309020459,23.70240532235645,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,23,31,23326688,23326690,759,26.883135914874106,23.293245926765596,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,24,32,23330784,23330786,874,22.474086625512165,20.959431178218626,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,25,33,23334880,23334882,720,23.854433441037685,23.23014851976472,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,26,34,23338976,23338978,314,26.60411101153416,25.088212025026507,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,27,35,23343072,23343074,602,23.574039175548105,21.82640814889602,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,28,36,23347168,23347170,7,18.96712238833638,17.688860269444177,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_8,9,9,9,29,37,23351264,23351266,610,21.89379715847941,21.35824283010042,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,0,8,2550960,2550962,222,17.74145230466987,18.251612355065273,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,1,9,2555056,2555058,826,19.428948911950464,20.287418710688407,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,2,10,2559152,2559154,922,18.96056416916764,18.518501269658056,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,3,11,2563248,2563250,718,20.081738177608344,19.008088627153214,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,4,12,2567344,2567346,107,17.023192042701325,16.032187078477207,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,5,13,2571440,2571442,468,19.232522515409624,18.491579149008967,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,6,14,2575536,2575538,89,17.74937861399064,17.15544997073269,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,7,15,2579633,2579635,713,16.266746012902846,16.62181060118708,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,8,16,2583729,2583731,865,19.315116357021193,18.10779492203828,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,9,17,2587825,2587827,492,17.21956496140836,14.932402943264131,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,10,18,2591921,2591923,765,18.70857651119887,18.813892293204187,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,11,19,2596017,2596019,1023,20.864407287465752,21.0089596635617,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,12,20,2600113,2600115,597,19.259424151450478,17.274593760515913,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,13,21,2604209,2604211,562,18.22906206910614,18.28326597405678,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,14,22,2608305,2608307,478,17.5300023689488,16.37794397469005,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,15,23,2612401,2612403,267,19.91502665531867,18.82379793004504,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,16,24,2616497,2616499,917,24.43834426946772,25.023747366904598,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,17,25,2620593,2620595,656,20.882241945775938,19.15376894332546,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,18,26,2624689,2624691,889,23.77697122211258,22.44950826290879,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,19,27,2628785,2628787,510,20.336764949103735,18.071430778773028,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,20,28,2632881,2632883,860,24.804899830100705,23.78443336911374,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,21,29,2636977,2636979,553,19.863616651764687,18.713862857539034,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,22,30,2641073,2641075,629,24.146568217607573,20.275720170892995,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,23,31,2645169,2645171,759,24.73275529440375,21.975260707355964,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,24,32,2649265,2649267,874,24.436057641135914,22.85419162193095,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,25,33,2653361,2653363,720,21.895905546729388,20.66050914611191,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,26,34,2657457,2657459,314,21.675178493249444,21.19928676057159,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,27,35,2661553,2661555,602,22.99188153412862,21.064521280714818,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,28,36,2665649,2665651,7,26.338646967435913,22.133113312167282,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,1,0,1,29,37,2669745,2669747,610,23.287598498993948,22.378444014439957,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,2,1,2,0,8,4051325,4051327,803,26.168825092323367,24.08808388978596,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,2,1,2,1,9,4055421,4055423,826,27.450078813572816,24.136289935070483,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,2,1,2,2,10,4059517,4059519,922,24.547117870048236,24.15252530791648,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,2,1,2,3,11,4063613,4063615,718,27.473910848416846,25.648969256947936,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,2,1,2,4,12,4067709,4067711,86,20.52854097104042,20.82215059602631,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,2,1,2,5,13,4071805,4071807,468,22.49263115260533,20.017386991815282,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,2,1,2,6,14,4075901,4075903,89,19.741674282653662,21.158459222966005,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
0_0_0_10_14_16,2,1,2,7,15,4079997,4079999,713,21.592036640275346,20.53943386820894,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode
