trial_id,packet_id,reference_id,esn0_db,seed,sync_status,strict_sync_success,estimate_available,local_sync_estimate,event_count,signal_power,added_noise_power,clean_cfo_total_bins,noisy_cfo_total_bins,cfo_error_bins,cfo_error_hz,abs_cfo_error_bins,clean_payload_start_sample,noisy_payload_start_sample,payload_sto_error_samples_1m,payload_sto_error_chips,preamble_sto_error_samples_1m,clean_sfo_hat,noisy_sfo_hat,sfo_error,fine_preamble_peak_max_abs_bin,fine_preamble_bin0_count,frame_sync_valid,cfo_sto_coupled_residual_bins,abs_cfo_sto_coupled_residual_bins
exp0_000000_rxg20_0_fulltrim:16:20260821,exp0_000000_rxg20_0_fulltrim,0,16.0,20260821,ok,1,1,1,1,6.153250447488309e-08,6.330886680054224e-06,-128.71322618720285,-128.7137779546145,-0.0005517674116504168,-0.01683860509187063,0.0005517674116504168,673552,673551,-1,-0.125,0,-0.032989857029732124,-0.03298999845053683,-1.4142080470569418e-07,0,12,1,0.12444823258834958,0.12444823258834958
exp0_000002_rxg20_0_fulltrim:16:20260821,exp0_000002_rxg20_0_fulltrim,2,16.0,20260821,sync_invalid,0,1,1,1,2.9434755784562603e-08,3.028449839924876e-06,-129.9365825693268,-129.9341710849709,0.0024114843558891152,0.07359266222806138,0.0024114843558891152,673544,673544,0,0.0,0,-0.033303409516436025,-0.033302791440683537,6.180757524884561e-07,1,0,0,0.0024114843558891152,0.0024114843558891152
exp0_000003_rxg20_0_fulltrim:16:20260821,exp0_000003_rxg20_0_fulltrim,3,16.0,20260821,ok,1,1,1,1,5.3735255547964695e-08,5.528652157117742e-06,-128.8702234183035,-128.8705622926488,-0.00033887434528878657,-0.01034162430690877,0.00033887434528878657,673552,673552,0,0.0,-1,-0.033030096221627926,-0.03303018307685278,-8.68552248525778e-08,0,12,1,-0.00033887434528878657,0.00033887434528878657
exp0_000004_rxg20_0_fulltrim:16:20260821,exp0_000004_rxg20_0_fulltrim,4,16.0,20260821,ok,1,1,1,1,6.126035586516529e-08,6.3028861619059495e-06,-128.86059867151772,-128.857859394318,0.0027392771997085674,0.08359610594813743,0.0027392771997085674,673552,673552,0,0.0,-1,-0.03302762934988664,-0.03302692725915471,7.02090731934113e-07,0,12,1,0.0027392771997085674,0.0027392771997085674
exp0_000005_rxg20_0_fulltrim:16:20260821,exp0_000005_rxg20_0_fulltrim,5,16.0,20260821,ok,1,1,1,1,7.242874646077204e-08,7.451966893509049e-06,-128.73133173018064,-128.738927424883,-0.007595694702359879,-0.23180220649291622,0.007595694702359879,673551,673551,0,0.0,-8,-0.03299449757283695,-0.032996444388169725,-1.946815332776186e-06,0,12,1,-0.007595694702359879,0.007595694702359879
exp0_000006_rxg20_0_fulltrim:16:20260821,exp0_000006_rxg20_0_fulltrim,6,16.0,20260821,ok,1,1,1,1,7.561376789538686e-08,7.779663774176745e-06,-128.78823406390384,-128.77986055310745,0.008373510796388928,0.25553926990933007,0.008373510796388928,673552,673552,0,0.0,0,-0.03300908193149063,-0.03300693575792174,2.1461735688899086e-06,0,12,1,0.008373510796388928,0.008373510796388928
exp0_000007_rxg20_0_fulltrim:16:20260821,exp0_000007_rxg20_0_fulltrim,7,16.0,20260821,ok,1,1,1,1,7.449895515307498e-08,7.664964182452212e-06,-128.76227301106474,-128.75864822033816,0.003624790726576066,0.1106198341850606,0.003624790726576066,673551,673552,1,0.125,0,-0.03300242798110128,-0.03300149892873133,9.290523699453934e-07,0,12,1,-0.12137520927342393,0.12137520927342393
exp0_000008_rxg20_0_fulltrim:16:20260821,exp0_000008_rxg20_0_fulltrim,8,16.0,20260821,ok,1,1,1,1,6.982488910305618e-08,7.18406416464396e-06,-128.7286519200897,-128.72660663495046,0.002045285139246289,0.06241714902485013,0.002045285139246289,673552,673552,0,0.0,-1,-0.032993810723828614,-0.03299328650680502,5.242170235952859e-07,0,12,1,0.002045285139246289,0.002045285139246289
exp0_000000_rxg20_0_fulltrim:16:20260822,exp0_000000_rxg20_0_fulltrim,0,16.0,20260822,ok,1,1,1,1,6.153250447488309e-08,6.330886680054224e-06,-128.71322618720285,-128.71246679368556,0.0007593935172849342,0.023174850991361517,0.0007593935172849342,673552,673552,0,0.0,0,-0.032989857029732124,-0.03298966239329649,1.946364356353314e-07,0,12,1,0.0007593935172849342,0.0007593935172849342
exp0_000002_rxg20_0_fulltrim:16:20260822,exp0_000002_rxg20_0_fulltrim,2,16.0,20260822,ok,1,1,1,1,2.9434755784562603e-08,3.028449839924876e-06,-129.9365825693268,-129.93421371868095,0.0023688506458370284,0.07229158465078822,0.0023688506458370284,673544,673544,0,0.0,0,-0.033303409516436025,-0.033302802367921096,6.071485149292122e-07,1,0,1,0.0023688506458370284,0.0023688506458370284
exp0_000003_rxg20_0_fulltrim:16:20260822,exp0_000003_rxg20_0_fulltrim,3,16.0,20260822,ok,1,1,1,1,5.3735255547964695e-08,5.528652157117742e-06,-128.8702234183035,-128.87146973242395,-0.0012463141204364092,-0.03803448853870878,0.0012463141204364092,673552,673552,0,0.0,-1,-0.033030096221627926,-0.03303041565830017,-3.194366722455988e-07,0,12,1,-0.0012463141204364092,0.0012463141204364092
exp0_000004_rxg20_0_fulltrim:16:20260822,exp0_000004_rxg20_0_fulltrim,4,16.0,20260822,ok,1,1,1,1,6.126035586516529e-08,6.3028861619059495e-06,-128.86059867151772,-128.85826038507486,0.002338286442864046,0.07135883919873187,0.002338286442864046,673552,673552,0,0.0,-1,-0.03302762934988664,-0.033027030035132986,5.993147536575982e-07,0,12,1,0.002338286442864046,0.002338286442864046
exp0_000005_rxg20_0_fulltrim:16:20260822,exp0_000005_rxg20_0_fulltrim,5,16.0,20260822,ok,1,1,1,1,7.242874646077204e-08,7.451966893509049e-06,-128.73133173018064,-128.72284449857673,0.008487231603908185,0.2590097535372371,0.008487231603908185,673551,673551,0,0.0,-8,-0.03299449757283695,-0.03299232225204448,2.175320792469071e-06,0,12,1,0.008487231603908185,0.008487231603908185
exp0_000006_rxg20_0_fulltrim:16:20260822,exp0_000006_rxg20_0_fulltrim,6,16.0,20260822,ok,1,1,1,1,7.561376789538686e-08,7.779663774176745e-06,-128.78823406390384,-128.78397968481346,0.004254379090383509,0.12983334626414517,0.004254379090383509,673552,673552,0,0.0,0,-0.03300908193149063,-0.033007991512408616,1.090419082014349e-06,0,12,1,0.004254379090383509,0.004254379090383509
exp0_000007_rxg20_0_fulltrim:16:20260822,exp0_000007_rxg20_0_fulltrim,7,16.0,20260822,ok,1,1,1,1,7.449895515307498e-08,7.664964182452212e-06,-128.76227301106474,-128.77266195625637,-0.010388945191635912,-0.31704544652209204,0.010388945191635912,673551,673551,0,0.0,0,-0.03300242798110128,-0.03300509072079567,-2.662739694389571e-06,0,12,1,-0.010388945191635912,0.010388945191635912
exp0_000008_rxg20_0_fulltrim:16:20260822,exp0_000008_rxg20_0_fulltrim,8,16.0,20260822,ok,1,1,1,1,6.982488910305618e-08,7.18406416464396e-06,-128.7286519200897,-128.73688261142118,-0.008230691331476692,-0.2511807657311002,0.008230691331476692,673552,673552,0,0.0,0,-0.032993810723828614,-0.03299592029203947,-2.1095682108535074e-06,0,12,1,-0.008230691331476692,0.008230691331476692
